,centroid_x,centroid_y,minx,miny,maxx,maxy,watershed_area,station
76364,59.125554682121475,56.40581498341863,57.681999658304306,55.50615993884564,60.41407028965331,57.19260266718229,14118.856645475435,76364
76367,58.84488999205181,55.99674195021382,57.24005601400353,54.603097694164084,60.41407028965331,57.19260266718229,32247.340383328326,76367
76406,59.364812276835245,54.789900129779035,59.06943312094806,54.603097694164084,59.61628561439711,54.971952790384194,551.6347968957493,76406
76416,59.28401166905724,55.19770793690647,58.39287283699438,54.603097694164084,60.04921229126431,55.72489579052932,6346.461794190289,76416
76417,58.891370294355134,55.51328510071535,57.88480592196485,54.603097694164084,60.04921229126431,56.364290403826125,14095.756933950977,76417
76421,59.86758651187128,55.43756705988382,59.68750673715119,55.326760171365336,60.049212291264276,55.56213157971246,301.7477484858349,76421
76454,56.65378983786468,56.32216201718099,56.20222358279895,55.98420287692357,57.078348678325646,56.81176891822083,2183.8705912760292,76454
76456,57.163582411766,56.31904549721746,56.90032379375179,56.03015288553539,57.43164665025776,56.64744570470096,1298.164720550537,76456
76461,58.6699449774979,54.70045346027753,58.19798888065739,54.26614716117326,59.19565247351008,54.98976096856838,2428.3460200640534,76461
76462,58.410114366937144,54.803456578278855,57.833036987398415,54.26614716117326,59.19565247351008,55.31216576915527,4910.629085106139,76462
76466,58.19952063903037,55.02203038626975,57.23299814995085,54.26614716117326,59.19565247351008,55.760177181584965,7034.244747381046,76466
76470,58.8834608657546,54.574507455948904,58.75309958221904,54.52732452031956,59.04085508155778,54.61437672897298,123.85791244534522,76470
76486,54.65935432526646,53.769269378720374,53.424032825018266,52.95394356470885,55.72683244477704,54.78363884294848,12358.17258842295,76486
76489,54.87408123307014,53.663769590352715,54.64895938621937,53.540961817079115,55.12512209238714,53.78300010187171,557.5421933123914,76489
76490,54.636075260830744,54.74528943197438,54.23027038457225,54.199147150495264,55.1692431926314,55.18896851941744,3642.405629513086,76490
76494,56.20772545500013,56.60748555580984,55.97084805298968,56.434855109738514,56.393513209478925,56.75911747830036,649.8403931413147,76494
76495,55.99391963953516,56.16498522131196,55.32854300907395,55.66089621003383,56.55862923674976,56.75911747830036,4875.628458184307,76495
76499,54.352371997031966,55.1069942801273,54.13721839767678,54.890960534862735,54.52763114847753,55.35708908574677,808.8242125086443,76499
76500,53.85986624282791,55.12194736098327,53.32385073533373,54.6679979655264,54.328700456676955,55.57839948935205,4142.280918515053,76500
76504,53.47067565462189,56.889533805050135,53.24024921169808,56.71373710618701,53.78372918592669,57.04104672439583,752.9959670936616,76504
76512,53.52156608232648,54.3168316144689,52.52964369941739,53.536632669984,54.46165360928052,55.153926660368484,12181.684168549797,76512
76518,52.76210519829253,54.34180851464294,52.5296436994174,54.201246225155685,53.01356838920712,54.48561637563083,538.2594465397943,76518
76550,52.33159464633234,58.577424778035635,51.733162931005886,58.31855076278801,52.87628375614334,58.87798787855675,2403.2053359140286,76550
76556,51.528039026013,58.711299078907466,48.85743334074755,57.16918135112467,54.357908007350865,60.26639780039916,47861.77123396349,76556
76557,50.53051108574047,58.80750542191172,46.87819265248442,57.16918135112467,54.357908007350865,60.26639780039916,71699.83819682797,76557
76566,50.04960507168091,58.50945912257104,46.71472549241076,56.747694203914726,54.357908007350865,60.26639780039916,96778.57500729544,76566
76574,50.30049976378361,58.18238813946405,46.71472549241076,56.0164899252673,54.357908007350865,60.26639780039916,124503.43761972133,76574
76594,51.405137826188614,58.71522767136042,51.0524768416679,58.484707842467145,51.77605241410164,58.9521899959818,1135.2292148983279,76594
76596,53.53137369855119,57.63398200647648,52.51798936191261,57.169181351124685,54.357908007350936,58.23531779783518,5903.936916638461,76596
76597,53.35201199356516,57.78172378746018,52.475611358820984,57.169181351124685,54.357908007350915,58.39365221844433,9676.780821856546,76597
76601,52.983226814241256,57.37127778707832,52.653634657807544,57.169181351124685,53.415314522746556,57.55000002771404,1103.2385997304925,76601
76602,51.65989893002977,57.89706945814589,51.40378258069004,57.70585008817374,51.829854533988964,58.083121558061755,553.9187072618308,76602
76603,50.51829885241529,58.176144036154,50.33249006389053,58.05420901234016,50.69749771027544,58.299102787493645,352.4125595751986,76603
76611,49.075679668994695,59.15609198672805,48.56868813002551,58.75007019629643,49.76223371060227,59.54087250213458,3443.382109624378,76611
76614,49.55346286235631,58.16957805411741,48.868363359532154,57.807675818539444,50.44702528139671,58.48673184833419,3485.686453095897,76614
76619,47.69562669073845,59.65680107328712,46.87819265248444,59.15811133337062,48.96476133059062,60.17177290112205,6633.71108148286,76619
76620,47.87280795758853,59.41843107992326,46.87819265248444,58.655507183657704,48.96476133059062,60.17177290112209,10953.859286329993,76620
76627,50.19252738760959,57.818820266697195,49.61949899540716,57.46672511113259,50.82694510893984,58.084824941804804,2666.4151597534446,76627
76628,49.791450514235244,56.76685968346319,49.32890743439341,56.533337965946515,50.11898775666111,56.951962664309896,1334.5282689501105,76628
76634,51.74505787246811,57.15603705407555,50.45923640150374,56.18091190843264,52.85995972301408,57.890217483335036,16302.695442096863,76634
76638,52.27215533024564,56.75572482344951,51.79217137609949,56.18091190843264,52.85995972301408,57.27949090792372,4529.707508269399,76638
76640,52.504860794004905,56.916504589510645,52.224400480034724,56.66853569451193,52.85995972301408,57.17985704547138,1072.8037711158456,76640
76642,50.84409976308485,57.56277788208797,50.45923640150374,57.21666235622465,51.211949201011294,57.890217483335036,2255.8103251941507,76642
76648,56.82198186781057,56.78505823189458,56.07434996180267,56.45958882092408,57.28840646751603,57.111673956923724,2634.2831566692657,76648
76650,57.56330531879556,53.69838166527594,57.417511279062474,53.48212844703835,57.78472002607231,53.87146895372174,470.791560442553,76650
76655,50.97429228315084,59.89374849415726,49.897327700244325,59.530333041468296,51.859247757970316,60.26639780039916,4505.642847606035,76655
77112,47.06009277002493,55.6932602827206,46.46856764996941,55.28321343263374,47.68015926161392,56.099770091244196,4030.2170567320177,77112
77115,47.214545430386515,55.50782540061129,46.778405308759844,55.28321343263374,47.68015926161393,55.723004820617476,1178.0175498123867,77115
77116,47.30418164791781,57.19970722755067,46.87281539524973,56.91843692481271,47.835193896116216,57.50342690977395,2181.3231873844234,77116
77124,47.96566254886129,56.842055471867745,47.416363647741925,56.55102920593173,48.50338309022058,57.102106635899595,2683.532893441938,77124
77130,47.8223641724307,55.733265604780755,47.58134047220218,55.62930026942068,48.06090793747618,55.82856897727447,363.2455037575265,77130
77132,49.01593813185634,56.40848038591711,48.15343369987802,55.9873177306085,49.86661292202828,56.838825154949,5948.606162028217,77132
77140,47.85303420529657,53.873419850820895,47.30396682770789,53.49038706463794,48.396397574586125,54.250000000938684,3615.1287462433447,77140
77152,47.830306529156736,54.274943634599836,47.47282937907977,54.131334408375565,48.29999999465692,54.4220120109014,998.0258255827271,77152
77156,47.74052433886731,54.922904115127096,47.349125701288855,54.77633944354972,48.20372943609546,55.02366863962312,887.202172971724,77156
77164,47.335016983030684,55.24873742634239,46.984807013244094,55.089778640657556,47.76745561040622,55.401273467027615,906.3967989654388,77164
77166,50.02532036619426,56.181254137244636,49.75056514380246,56.03557488773403,50.348766502551655,56.2987720425871,648.2438744270275,77166
77179,51.94372449003381,54.662440917487565,51.260861040202116,54.27980953878577,52.56876081858391,55.07192179131336,3041.4507239044515,77179
77189,51.73744158243998,55.05352212114819,51.28971906085617,54.74892374832783,52.284795900761175,55.289183927495685,1296.7543341931937,77189
77193,50.85334586684605,55.71573981502306,50.63139847670563,55.56356734546192,51.078902758024284,55.842839579763314,440.25796554298313,77193
77197,50.209621951525314,55.9016250885225,49.48499154479147,55.64323107496127,50.853264452531,56.23266726005302,3204.6809628091078,77197
77201,49.919875793900566,54.965768250030784,49.663208687857086,54.820116539676114,50.154670386505536,55.117195702719314,671.7796181721193,77201
77209,49.23145465705859,54.44868594223326,49.06271666005382,54.333590647573075,49.40898005201677,54.56700000196093,275.6552730052601,77209
77210,48.464766429327696,53.97417806095112,48.325001303694584,53.88031709447124,48.61987958242786,54.0649582734739,284.438592398359,77210
77212,50.97179203990125,54.56394142781499,50.08597880916594,53.99099557151157,52.09543561727783,55.028461942134065,6084.363405041984,77212
77217,50.59539045795604,55.04641940343594,50.10027398474495,54.88855797187091,51.00082048236897,55.21537355531447,1137.3678144902244,77217
77223,48.3439230009862,53.633232415465436,47.914074416431234,53.394551612791986,48.758204950361396,53.902534766035174,1893.7496401825238,77223
77231,51.76496947607651,54.03863861208787,51.018422595827104,53.572918395509944,52.76215989441255,54.378664212039425,4761.738696339215,77231
77242,50.93447283492295,54.2151612396649,50.45182119038375,53.91050267720513,51.60778321543921,54.45078519898376,2349.069423160275,77242
77245,54.0478889173686,52.04545643907347,53.43774590026181,51.85371161468314,54.596343731170265,52.281469710383384,2149.7749425106076,77245
77250,53.22585765960939,52.48663365841044,51.388995125838214,51.85371161468318,54.907199613788826,53.098584477359,22601.65222479757,77250
77260,53.96127248950811,52.54202077740539,53.36377070545539,52.32233166790375,54.68037338891545,52.76366782815999,1392.8667263154334,77260
77266,53.86459025187108,52.7992193501266,52.63299989960161,52.36798281651348,54.907199613788826,53.098584477359,5438.983071718799,77266
77270,52.06832569750244,52.300129077008044,51.38899512583823,52.01503015932585,53.22597591226487,52.66700002266939,4057.6253477997925,77270
77276,51.97668124041865,53.080375936967826,51.882999937176024,53.02450622452335,52.07147187370088,53.133387995053525,106.78829123876137,77276
77285,53.76801771938063,53.23068426752231,53.46137467188485,53.082106047280845,54.104996177931916,53.40395195569581,908.7684381773067,77285
77292,52.60977810023618,53.54187798057943,51.17065756540966,53.01847858934336,54.104996177931916,54.136594291485515,11638.581129977745,77292
77298,52.44193012801548,53.34630389928797,51.70960699319071,53.169753486725924,53.29883250270128,53.524804061475095,2041.6077346029413,77298
77311,50.82364309601937,52.577671229808935,50.454089324386196,52.305070125810495,51.43084782927772,52.841204501558,1447.5421999856862,77311
77327,48.28272833268308,53.2657971033314,48.10093872194815,53.15328336762646,48.548186380521344,53.40040483395214,311.65410638961254,77327
77329,47.47072481608053,53.27161620423116,46.84870912319731,52.91159334463323,48.150918464796895,53.61619524264872,4484.053903168892,77329
77336,49.37296562290253,52.6210436650562,48.74999999563992,52.38981196863791,49.948754359710904,52.846950533827275,2610.1446396879533,77336
77340,51.23145526558369,52.12684974865924,50.98071292313835,51.98829733507791,51.488290424007225,52.25107930555282,570.0292798437524,77340
77362,47.02800559507736,51.307669974537525,46.316232110772724,51.005138534014804,47.69976951498998,51.589595665271204,3215.1921413871173,77362
77370,46.71000977433995,52.24488207460864,46.5332962987639,52.12609489450548,46.86950905987486,52.378828567817486,373.76510942507554,77370
77397,52.02395825859934,53.224082941248206,51.665917086448744,53.127549884180254,52.48589856916476,53.31265904260853,615.0370061339877,77397
77409,47.349122772901815,52.522931606603315,46.46217270834331,51.88034628442169,48.31175073154089,53.047015543446776,8306.938538662806,77409
78004,38.069606083623995,52.72638258837423,36.342776349703115,51.51785638710828,39.5651280389921,54.05174886147773,31344.04392993054,78004
78011,38.86568422188647,52.37061810524492,36.34277634970313,50.43105376100676,41.147052971065605,54.05174886147775,69183.47884403262,78011
78013,39.32648169654273,51.84754136293909,36.34277634970313,49.556398096107564,41.649955909749806,54.05174886147775,102055.3629618989,78013
78017,41.30488423865457,51.585602798956806,36.343261855235994,49.38123171276211,46.27755482461813,54.05175147310699,204699.83828248328,78017
78050,37.90292003945833,53.19807210963321,37.52861434473572,52.72737830589364,38.36616049595763,53.601367207847176,3189.1659242849814,78050
78053,37.11570372738907,52.317373051102294,36.34277634970312,51.545527544075796,37.804905219624686,53.07054166395391,7547.62556164756,78053
78054,37.576285279289884,52.248783700314455,36.34277634970313,51.51785638710831,38.69034730196262,53.07054166395391,16327.783397517616,78054
78078,38.63433931708148,51.522738003704056,38.19919425191134,51.35853705821867,39.00375361555518,51.69898032330065,1424.008580093677,78078
78082,40.26867056565793,52.83784070846749,39.1812644080576,51.86568986894493,41.14705297106554,53.71299886982697,15225.210257314091,78082
78092,40.658464311674265,53.27820709761681,40.406092285266794,52.879530486255256,41.0186422999228,53.71299886982697,2024.5512065854064,78092
78106,38.30385242878934,50.70201387582725,37.890285623743786,50.43105376100671,38.74608102920929,50.96818776766086,2095.2454959424667,78106
78109,41.047022332535875,52.153604844149996,40.75153562850263,51.995142572099965,41.388521072772136,52.368087693420385,929.3868328973721,78109
78111,40.630772964028836,51.62626260932779,40.00266181148465,50.838108070610865,41.388521072772136,52.368087693420385,7724.459903362639,78111
78130,41.34244353961786,50.591586891470435,41.016514637315986,50.339238900605594,41.649955909749806,50.84174866482318,1756.4256641125119,78130
78132,41.54016168171366,50.1206536553619,41.33437332546431,49.96743240167714,41.7478114505407,50.26163834388487,575.116321890888,78132
78135,44.51313149129513,52.89056658303069,44.23841921565213,52.68300000000012,44.880400837736104,53.11947304983854,1071.9730165703927,78135
78138,44.09940693996724,52.32464633431112,43.02675164381506,51.47725121500479,45.190701826782046,53.11947304983854,14415.22917274125,78138
78141,43.7898796565935,52.171245510725946,42.140514235856735,51.05688948918111,45.190701826782046,53.11947304983854,19208.901804613262,78141
78144,42.88673022072512,52.04339496260521,40.874734788121614,50.68301275434954,45.190701826782046,53.351936683088915,45033.75198422918,78144
78146,42.84915688813813,51.750194378156436,40.874734788121614,50.02893397978171,45.190701826782046,53.351936683088915,57353.55615303308,78146
78160,42.946849058673614,51.945979834950016,42.59113026619518,51.58460465140921,43.371720460314414,52.302591532678186,2669.501151521172,78160
78163,43.225433173775365,52.90649516904232,42.34438871707338,52.54404951248906,44.110330874609765,53.35193668308889,5569.036652564493,78163
78165,42.78606983082294,52.45104588216672,41.96931467110782,51.34932722210256,44.110330874609765,53.351936683088915,13274.972633314042,78165
78173,41.68481052443095,52.03029193519524,41.220690973597215,51.83300000000002,42.048268273154314,52.32332242208891,1792.5440686945647,78173
78182,43.4174433884827,50.74670332542006,42.84852407437637,50.38910660135243,44.09762726471429,51.11319316565715,3249.0501657558602,78182
78188,42.79659315748104,51.16256458804952,42.487837583725344,50.93775040554128,43.19326863487747,51.454195462015946,1308.9361103298352,78188
78191,42.80887129586455,50.194635957361555,42.54172364366418,49.997302387979296,43.14438014081839,50.406768277143954,1224.1521523932613,78191
78196,45.16412136400408,51.93648148532961,44.23877056531062,51.48083067694019,46.27707424776008,52.474774388437474,7624.587299116005,78196
78202,44.465896208197144,51.08260994462666,42.8781012349947,49.65132273174636,46.27707424776008,52.474774388437474,33680.914634050976,78202
78205,44.66731051993886,51.963319591729466,44.23877056531062,51.83094963384453,45.03208187477333,52.11507299422784,961.2969944744603,78205
78218,43.90039543340728,51.2784106982128,43.49168152948302,50.94389445162225,44.42512152567812,51.60663520743539,2812.6041670608565,78218
78224,43.76037696863624,49.819697647969555,43.1052042566191,49.65132273174636,44.381088779925975,50.028513083658716,1782.6165239091997,78224
78229,44.89533565595428,50.15758411422035,44.148395646275496,49.57120832293385,45.70334196634777,50.831977787695806,6531.11285062881,78229
78231,44.77285787952272,49.989164629738355,43.8167581117352,49.271203690669196,45.70334196634777,50.831977787695756,8802.969162573818,78231
78234,44.421033908705915,49.2178855745029,44.070502409993985,49.09551185562904,44.70390544106402,49.347804882494955,758.6624120811339,78234
78235,44.29844792402091,49.010375150060305,44.038787712195145,48.86456130200265,44.56509747329211,49.17802240913952,914.8128077162902,78235
78252,42.23810925901919,49.13173678935565,41.04442361002079,48.45803904292495,43.26784462071658,49.565121540990255,8477.265247213885,78252
78261,43.88209384595186,47.951106800948864,43.34448429196239,47.718331431718376,44.35463913410419,48.241884728612675,2349.323980252847,78261
78275,36.80572588285212,50.910545932533445,36.613428836715855,50.721043693966244,37.094027608052315,51.051720444031936,743.7789046878792,78275
78345,37.25226539053282,50.648745526776175,36.90082168579103,50.34064441892539,37.67630097572128,51.12722604188821,2074.308159444306,78345
78391,37.59506548297191,51.48300798674519,37.13213068596112,51.29260201238137,38.04002185626675,51.6339330834709,1615.7976586690293,78391
78394,37.85818279042442,50.968348271424574,37.13213068596112,50.14007156179117,38.66994853202882,51.63393308347088,8706.00120900817,78394
78410,38.342318971476416,50.3554589187131,38.030779743395485,50.15904569443294,38.66994853202883,50.57518366680513,1326.252473987776,78410
78434,36.41113802756438,50.645899374704875,36.26645056991295,50.55103973997293,36.57266897526549,50.76874823759336,267.2648231993097,78434
78499,40.38990740652567,48.71014038361393,40.17567273394329,48.451291424064074,40.63759054112047,49.02764768892571,1133.5705864814402,78499
78501,40.27298872368235,49.418221460409114,40.02362968665041,49.15296194377135,40.511474439999496,49.633753616045944,1121.5571904542253,78501
78504,41.00005052413088,48.99894343113784,40.02362968665042,48.18384549621773,42.028085582998834,49.633753616045944,10461.77008864646,78504
78507,41.17473191420023,49.22587750454601,40.92047760058269,49.03051362736391,41.586395226792085,49.386409811768324,1021.5759038764035,78507
78509,41.35960737701572,48.966054365388096,41.027489585449764,48.69969984180299,41.76712096004162,49.24562563645704,1860.3025947771366,78509
78510,41.69066033620369,48.80197490614258,41.32395471008847,48.585573019016266,42.028085582998834,49.03558498797187,1260.4904491199215,78510
78515,41.634322383813114,48.3913844715446,41.01639628929975,48.103577520818384,42.132620334578654,48.72864104871113,3389.42273356835,78515
78519,39.97349117138586,47.9526950771424,39.596521831318725,47.82530160862129,40.32811096988144,48.08875260712705,1095.8943083506142,78519
78563,39.44878970505566,47.70575793693312,39.09925286192942,47.421887131355255,39.780428032048825,48.01983381038701,1882.8378894831535,78563
78611,40.53287593688162,52.37158876763074,40.14559183792092,51.86568986894493,41.04451508691053,52.709222525401465,2581.740636465959,78611
78620,43.998130597244234,51.50922411148888,43.8419584891052,51.39341906297169,44.12694570636402,51.60663520743542,269.7769774158204,78620
79001,33.697869163864766,55.794442617028466,33.48862750634467,55.72924267529665,33.878355616310344,55.874977045336834,267.89759443734437,79001
79006,33.68923040753154,55.268857879500544,33.017305290577234,54.70852710165221,34.47363658855251,55.8749770453368,6397.837251080924,79006
79011,33.15647666454088,55.1519513482718,31.980403051280675,54.50336790731798,34.47363658855251,55.8749770453368,14035.746166691257,79011
79062,32.92955568188177,55.472491739245825,32.32445590368635,55.22274780276196,33.38380444105851,55.72084632699802,1705.528418652353,79062
79244,32.35274516703868,54.37282117063787,31.86477931911716,54.020773178103326,32.93778982812359,54.73305030357151,2583.9878539612305,79244
79261,32.7182385665668,54.43311563395252,32.49685052855099,54.29354294562393,32.93778982812359,54.56374279667316,514.9157280403996,79261
80118,33.94429404182166,53.92802190480041,32.838542307862845,53.213491195848846,34.855564857535875,54.62125488250474,12420.901906707675,80118
